sentences,article,N_sentence,is_propaganda,affin_score
"Cardinals Edwin Frederick O’Brien and Renato Raffaele Martino also belong to the same current, albeit with a different ideology.
",782086447,94,non-propaganda,0.0
"Others belonging to this current even reside at the Domus Sanctae Marthae.
",782086447,95,non-propaganda,0.0
"Now to the United States.
",782086447,96,non-propaganda,1.0
"Obviously, the first to have been informed of the measures taken by Pope Benedict was McCarrick’s successor in Washington See, Cardinal Donald Wuerl, whose situation is now completely compromised by the recent revelations regarding his behavior as Bishop of Pittsburgh.
",782086447,97,non-propaganda,0.0
"It is absolutely unthinkable that Nunzio Sambi, who was an extremely responsible person, loyal, direct and explicit in his way of being (a true son of Romagna) did not speak to him about it.
",782086447,98,non-propaganda,7.0
"In any case, I myself brought up the subject with Cardinal Wuerl on several occasions, and I certainly didn’t need to go into detail because it was immediately clear to me that he was fully aware of it.
",782086447,99,non-propaganda,1.0
"I also remember in particular the fact that I had to draw his attention to it, because I realized that in an archdiocesan publication, on the back cover in color, there was an announcement inviting young men who thought they had a vocation to the priesthood to a meeting with Cardinal McCarrick.
",782086447,100,non-propaganda,1.0
"I immediately phoned Cardinal Wuerl, who expressed his surprise to me, telling me that he knew nothing about that announcement and that he would cancel it.
",782086447,101,non-propaganda,-1.0
"If, as he now continues to state, he knew nothing of the abuses committed by McCarrick and the measures taken by Pope Benedict, how can his answer be explained?
",782086447,102,non-propaganda,-2.0
"His recent statements that he knew nothing about it, even though at first he cunningly referred to compensation for the two victims, are absolutely laughable.
",782086447,103,propaganda,-3.0
"The Cardinal lies shamelessly and prevails upon his Chancellor, Monsignor Antonicelli, to lie as well.
",782086447,104,propaganda,0.0
"Cardinal Wuerl also clearly lied on another occasion.
",782086447,105,non-propaganda,-1.0
"Following a morally unacceptable event authorized by the academic authorities of Georgetown University, I brought it to the attention of its President, Dr. John DeGioia, sending him two subsequent letters.
",782086447,106,non-propaganda,-2.0
"Before forwarding them to the addressee, so as to handle things properly, I personally gave a copy of them to the Cardinal with an accompanying letter I had written.
",782086447,107,non-propaganda,0.0
"The Cardinal told me that he knew nothing about it.
",782086447,108,non-propaganda,0.0
"However, he failed to acknowledge receipt of my two letters, contrary to what he customarily did.
",782086447,109,non-propaganda,-2.0
"I subsequently learned that the event at Georgetown had taken place for seven years.
",782086447,110,non-propaganda,0.0
"But the Cardinal knew nothing about it!
",782086447,111,non-propaganda,0.0
"Cardinal Wuerl, well aware of the continuous abuses committed by Cardinal McCarrick and the sanctions imposed on him by Pope Benedict, transgressing the Pope’s order, also allowed him to reside at a seminary in Washington D.C.
",782086447,112,non-propaganda,-5.0
"In doing so, he put other seminarians at risk.
",782086447,113,non-propaganda,-2.0
"Bishop Paul Bootkoski, emeritus of Metuchen, and Archbishop John Myers, emeritus of Newark, covered up the abuses committed by McCarrick in their respective dioceses and compensated two of his victims.
",782086447,114,non-propaganda,-5.0
"They cannot deny it and they must be interrogated in order to reveal every circumstance and all responsibility regarding this matter.
",782086447,115,non-propaganda,-2.0
"Cardinal Kevin Farrell, who was recently interviewed by the media, also said that he didn’t have the slightest idea about the abuses committed by McCarrick.
",782086447,116,non-propaganda,-2.0
"Given his tenure in Washington, Dallas and now Rome, I think no one can honestly believe him.
",782086447,117,non-propaganda,-1.0
"I don’t know if he was ever asked if he knew about Maciel’s crimes.
",782086447,118,non-propaganda,-3.0
"If he were to deny this, would anybody believe him given that he occupied positions of responsibility as a member of the Legionaries of Christ?
",782086447,119,non-propaganda,-1.0
"Regarding Cardinal Sean O’Malley, I would simply say that his latest statements on the McCarrick case are disconcerting, and have totally obscured his transparency and credibility.
",782086447,120,propaganda,0.0
"* * *
",782086447,121,non-propaganda,0.0
"My conscience requires me also to reveal facts that I have experienced personally, concerning Pope Francis, that have a dramatic significance, which as Bishop, sharing the collegial responsibility of all the bishops for the universal Church, do not allow me to remain silent, and that I state here, ready to reaffirm them under oath by calling on God as my witness.
",782086447,122,propaganda,4.0
"In the last months of his pontificate, Pope Benedict XVI had convened a meeting of all the apostolic nuncios in Rome, as Paul VI and St. John Paul II had done on several occasions.
",782086447,123,non-propaganda,0.0
"The date set for the audience with the Pope was Friday, June 21, 2013.
",782086447,124,non-propaganda,0.0
"Pope Francis kept this commitment made by his predecessor.
",782086447,125,non-propaganda,2.0
"Of course I also came to Rome from Washington.
",782086447,126,non-propaganda,0.0
"It was my first meeting with the new Pope elected only three months prior, after the resignation of Pope Benedict.
",782086447,127,non-propaganda,0.0
"On the morning of Thursday, June 20, 2013, I went to the Domus Sanctae Marthae, to join my colleagues who were staying there.
",782086447,128,non-propaganda,1.0
"As soon as I entered the hall I met Cardinal McCarrick, who wore the red-trimmed cassock.
",782086447,129,non-propaganda,0.0
"I greeted him respectfully as I had always done.
",782086447,130,non-propaganda,1.0
"He immediately said to me, in a tone somewhere between ambiguous and triumphant: “The Pope received me yesterday, tomorrow I am going to China.”
",782086447,131,non-propaganda,4.0
"At the time I knew nothing of his long friendship with Cardinal Bergoglio and of the important part he had played in his recent election, as McCarrick himself would later reveal in a lecture at Villanova University and in an interview with the National Catholic Reporter.
",782086447,132,non-propaganda,4.0
"Nor had I ever thought of the fact that he had participated in the preliminary meetings of the recent conclave, and of the role he had been able to have as a cardinal elector in the 2005 conclave.
",782086447,133,non-propaganda,0.0
"Therefore I did not immediately grasp the meaning of the encrypted message that McCarrick had communicated to me, but that would become clear to me in the days immediately following.
",782086447,134,non-propaganda,1.0
"The next day the audience with Pope Francis took place.
",782086447,135,non-propaganda,0.0
"After his address, which was partly read and partly delivered off the cuff, the Pope wished to greet all the nuncios one by one.
",782086447,136,non-propaganda,1.0
"In single file, I remember that I was among the last.
",782086447,137,non-propaganda,0.0
"When it was my turn, I just had time to say to him, “I am the Nuncio to the United States.” He immediately assailed me with a tone of reproach, using these words: “The Bishops in the United States must not be ideologized!
",782086447,138,non-propaganda,2.0
"They must be shepherds!”Of course I was not in a position to ask for explanations about the meaning of his words and the aggressive way in which he had upbraided me.
",782086447,139,propaganda,-2.0
"I had in my hand a book in Portuguese that Cardinal O’Malley had sent me for the Pope a few days earlier, telling me “so he could go over his Portuguese before going to Rio for World Youth Day.” I handed it to him immediately, and so freed myself from that extremely disconcerting and embarrassing situation.
",782086447,140,non-propaganda,-2.0
"At the end of the audience the Pope announced: “Those of you who are still in Rome next Sunday are invited to concelebrate with me at the Domus Sanctae Marthae.” I naturally thought of staying on to clarify as soon as possible what the Pope intended to tell me.
",782086447,141,non-propaganda,0.0
"On Sunday June 23, before the concelebration with the Pope, I asked Monsignor Ricca, who as the person in charge of the house helped us put on the vestments, if he could ask the Pope if he could receive me sometime in the following week.
",782086447,142,non-propaganda,0.0
"How could I have returned to Washington without having clarified what the Pope wanted of me?
",782086447,143,non-propaganda,0.0
"At the end of Mass, while the Pope was greeting the few lay people present, Monsignor Fabian Pedacchio, his Argentine secretary, came to me and said: “The Pope told me to ask if you are free now!” Naturally, I replied that I was at the Pope’s disposal and that I thanked him for receiving me immediately.
",782086447,144,non-propaganda,2.0
"The Pope took me to the first floor in his apartment and said: “We have 40 minutes before the Angelus.”
",782086447,145,non-propaganda,0.0
"I began the conversation, asking the Pope what he intended to say to me with the words he had addressed to me when I greeted him the previous Friday.
",782086447,146,non-propaganda,1.0
"And the Pope, in a very different, friendly, almost affectionate tone, said to me: “Yes, the Bishops in the United States must not be ideologized, they must not be right-wing like the Archbishop of Philadelphia, (the Pope did not give me the name of the Archbishop) they must be shepherds; and they must not be left-wing — and he added, raising both arms — and when I say left-wing I mean homosexual.” Of course, the logic of the correlation between being left-wing and being homosexual escaped me, but I added nothing else.
",782086447,147,non-propaganda,9.0
"Immediately after, the Pope asked me in a deceitful way: “What is Cardinal McCarrick like?” I answered him with complete frankness and, if you want, with great naiveté: “Holy Father, I don’t know if you know Cardinal McCarrick, but if you ask the Congregation for Bishops there is a dossier this thick about him.
",782086447,148,non-propaganda,3.0
"He corrupted generations of seminarians and priests and Pope Benedict ordered him to withdraw to a life of prayer and penance.” The Pope did not make the slightest comment about those very grave words of mine and did not show any expression of surprise on his face, as if he had already known the matter for some time, and he immediately changed the subject.
",782086447,149,propaganda,-4.0
"But then, what was the Pope’s purpose in asking me that question: “What is Cardinal McCarrick like?” He clearly wanted to find out if I was an ally of McCarrick or not.
",782086447,150,non-propaganda,5.0
"Back in Washington everything became very clear to me, thanks also to a new event that occurred only a few days after my meeting with Pope Francis.
",782086447,151,non-propaganda,3.0
"When the new Bishop Mark Seitz took possession of the Diocese of El Paso on July 9, 2013, I sent the first Counsellor, Monsignor Jean-François Lantheaume, while I went to Dallas that same day for an international meeting on Bioethics.
",782086447,152,non-propaganda,0.0
"When he got back, Monsignor Lantheaume told me that in El Paso he had met Cardinal McCarrick who, taking him aside, told him almost the same words that the Pope had said to me in Rome: “the Bishops in the United States must not be ideologized, they must not be right-wing, they must be shepherds….” I was astounded!
",782086447,153,non-propaganda,4.0
"It was therefore clear that the words of reproach that Pope Francis had addressed to me on June 21, 2013 had been put into his mouth the day before by Cardinal McCarrick.
",782086447,154,non-propaganda,1.0
"Also the Pope’s mention “not like the Archbishop of Philadelphia” could be traced to McCarrick, because there had been a strong disagreement between the two of them about the admission to Communion of pro-abortion politicians.
",782086447,155,non-propaganda,2.0
"In his communication to the bishops, McCarrick had manipulated a letter of then-Cardinal Ratzinger who prohibited giving them Communion.
",782086447,156,non-propaganda,-1.0
"Indeed, I also knew how certain Cardinals such as Mahony, Levada and Wuerl, were closely linked to McCarrick; they had opposed the most recent appointments made by Pope Benedict, for important posts such as Philadelphia, Baltimore, Denver and San Francisco.
",782086447,157,non-propaganda,3.0
"Not happy with the trap he had set for me on June 23, 2013, when he asked me about McCarrick, only a few months later, in the audience he granted me on October 10, 2013, Pope Francis set a second one for me, this time concerning a second of his protégés, Cardinal Donald Wuerl.
",782086447,158,non-propaganda,3.0
"He asked me: “What is Cardinal Wuerl like, is he good or bad?” I replied, “Holy Father, I will not tell you if he is good or bad, but I will tell you two facts.” They are the ones I have already mentioned above, which concern Wuerl’s pastoral carelessness regarding the aberrant deviations at Georgetown University and the invitation by the Archdiocese of Washington to young aspirants to the priesthood to a meeting with McCarrick!
",782086447,159,propaganda,2.0
"Once again the Pope did not show any reaction.
",782086447,160,non-propaganda,0.0
"It was also clear that, from the time of Pope Francis’s election, McCarrick, now free from all constraints, had felt free to travel continuously, to give lectures and interviews.
",782086447,161,non-propaganda,3.0
"In a team effort with Cardinal Rodriguez Maradiaga, he had become the kingmaker for appointments in the Curia and the United States, and the most listened to advisor in the Vatican for relations with the Obama administration.
",782086447,162,non-propaganda,1.0
"This is how one explains that, as members of the Congregation for Bishops, the Pope replaced Cardinal Burke with Wuerl and immediately appointed Cupich right after he was made a cardinal.
",782086447,163,non-propaganda,0.0
"With these appointments the Nunciature in Washington was now out of the picture in the appointment of bishops.
",782086447,164,non-propaganda,0.0
"In addition, he appointed the Brazilian Ilson de Jesus Montanari — the great friend of his private Argentine secretary Fabian Pedacchio — as Secretary of the same Congregation for Bishops and Secretary of the College of Cardinals, promoting him in one single leap from a simple official of that department to Archbishop Secretary.
",782086447,165,non-propaganda,6.0
"Something unprecedented for such an important position!
",782086447,166,propaganda,2.0
"The appointments of Blase Cupich to Chicago and Joseph W. Tobin to Newark were orchestrated by McCarrick, Maradiaga and Wuerl, united by a wicked pact of abuses by the first, and at least of coverup of abuses by the other two.
",782086447,167,propaganda,-7.0
"Their names were not among those presented by the Nunciature for Chicago and Newark.
",782086447,168,non-propaganda,0.0
"Regarding Cupich, one cannot fail to note his ostentatious arrogance, and the insolence with which he denies the evidence that is now obvious to all: that 80% of the abuses found were committed against young adults by homosexuals who were in a relationship of authority over their victims.
",782086447,169,propaganda,-8.0
"During the speech he gave when he took possession of the Chicago See, at which I was present as a representative of the Pope, Cupich quipped that one certainly should not expect the new Archbishop to walk on water.
",782086447,170,non-propaganda,0.0
"Perhaps it would be enough for him to be able to remain with his feet on the ground and not try to turn reality upside-down, blinded by his pro-gay ideology, as he stated in a recent interview with America Magazine.
",782086447,171,non-propaganda,0.0
"Extolling his particular expertise in the matter, having been President of the Committee on Protection of Children and Young People of the USCCB, he asserted that the main problem in the crisis of sexual abuse by clergy is not homosexuality, and that affirming this is only a way of diverting attention from the real problem which is clericalism.
",782086447,172,non-propaganda,-10.0
"In support of this thesis, Cupich “oddly” made reference to the results of research carried out at the height of the sexual abuse of minors crisis in the early 2000s, while he “candidly” ignored that the results of that investigation were totally denied by the subsequent Independent Reports by the John Jay College of Criminal Justice in 2004 and 2011, which concluded that, in cases of sexual abuse, 81% of the victims were male.
",782086447,173,non-propaganda,-15.0
"In fact, Father Hans Zollner, S.J., Vice-Rector of the Pontifical Gregorian University, President of the Centre for Child Protection, and Member of the Pontifical Commission for the Protection of Minors, recently told the newspaper La Stampa that “in most cases it is a question of homosexual abuse.”
",782086447,174,non-propaganda,-3.0
"The appointment of McElroy in San Diego was also orchestrated from above, with an encrypted peremptory order to me as Nuncio, by Cardinal Parolin: “Reserve the See of San Diego for McElroy.” McElroy was also well aware of McCarrick’s abuses, as can be seen from a letter sent to him by Richard Sipe on July 28, 2016.
",782086447,175,non-propaganda,-3.0
"These characters are closely associated with individuals belonging in particular to the deviated wing of the Society of Jesus, unfortunately today a majority, which had already been a cause of serious concern to Paul VI and subsequent pontiffs.
",782086447,176,non-propaganda,1.0
"We need only consider Father Robert Drinan, S.J., who was elected four times to the House of Representatives, and was a staunch supporter of abortion; or Father Vincent O’Keefe, S.J., one of the principal promoters of The Land O’Lakes Statement of 1967, which seriously compromised the Catholic identity of universities and colleges in the United States.
",782086447,177,non-propaganda,2.0
"It should be noted that McCarrick, then President of the Catholic University of Puerto Rico, also participated in that inauspicious undertaking which was so harmful to the formation of the consciences of American youth, closely associated as it was with the deviated wing of the Jesuits.
",782086447,178,non-propaganda,-2.0
"Father James Martin, S.J., acclaimed by the people mentioned above, in particular Cupich, Tobin, Farrell and McElroy, appointed Consultor of the Secretariat for Communications, well-known activist who promotes the LGBT agenda, chosen to corrupt the young people who will soon gather in Dublin for the World Meeting of Families, is nothing but a sad recent example of that deviated wing of the Society of Jesus.
",782086447,179,non-propaganda,-1.0
"Pope Francis has repeatedly asked for total transparency in the Church and for bishops and faithful to act with parrhesia.
",782086447,180,non-propaganda,3.0
"The faithful throughout the world also demand this of him in an exemplary manner.
",782086447,181,non-propaganda,2.0
"He must honestly state when he first learned about the crimes committed by McCarrick, who abused his authority with seminarians and priests.
",782086447,182,non-propaganda,-4.0
"In any case, the Pope learned about it from me on June 23, 2013 and continued to cover for him.
",782086447,183,non-propaganda,0.0
"He did not take into account the sanctions that Pope Benedict had imposed on him and made him his trusted counselor along with Maradiaga.
",782086447,184,non-propaganda,1.0
"The latter [Maradiaga] is so confident of the Pope’s protection that he can dismiss as “gossip” the heartfelt appeals of dozens of his seminarians, who found the courage to write to him after one of them tried to commit suicide over homosexual abuse in the seminary.
",782086447,185,non-propaganda,3.0
"By now the faithful have well understood Maradiaga’s strategy: insult the victims to save himself, lie to the bitter end to cover up a chasm of abuses of power, of mismanagement in the administration of Church property, and of financial disasters even against close friends, as in the case of the Ambassador of Honduras Alejandro Valladares, former Dean of the Diplomatic Corps to the Holy See.
",782086447,186,propaganda,-7.0
"In the case of the former Auxiliary Bishop Juan José Pineda, after the article published in the [Italian] weekly L’Espresso last February, Maradiaga stated in the newspaper Avvenire: “It was my auxiliary bishop Pineda who asked for the visitation, so as to ‘clear’ his name after being subjected to much slander.” Now, regarding Pineda the only thing that has been made public is that his resignation has simply been accepted, thus making any possible responsibility of his and Maradiaga vanish into nowhere.
",782086447,187,non-propaganda,3.0
"In the name of the transparency so hailed by the Pope, the report that the Visitator, Argentine bishop Alcides Casaretto, delivered more than a year ago only and directly to the Pope, must be made public.
",782086447,188,non-propaganda,2.0
"Finally, the recent appointment as Substitute of Archbishop Edgar Peña Parra is also connected with Honduras, that is, with Maradiaga.
",782086447,189,non-propaganda,0.0
"From 2003 to 2007 Peña Parra worked as Counsellor at the Tegucigalpa Nunciature.
",782086447,190,non-propaganda,0.0
"As Delegate for Pontifical Representations I received worrisome information about him.
",782086447,191,non-propaganda,0.0
"In Honduras, a scandal as huge as the one in Chile is about to be repeated.
",782086447,192,non-propaganda,-2.0
"The Pope defends his man, Cardinal Rodriguez Maradiaga, to the bitter end, as he had done in Chile with Bishop Juan de la Cruz Barros, whom he himself had appointed Bishop of Osorno against the advice of the Chilean Bishops.
",782086447,193,non-propaganda,-2.0
"First he insulted the abuse victims.
",782086447,194,non-propaganda,-8.0
"Then, only when he was forced by the media, and a revolt by the Chilean victims and faithful, did he recognize his error and apologize, while stating that he had been misinformed, causing a disastrous situation for the Church in Chile, but continuing to protect the two Chilean Cardinals Errazuriz and Ezzati.
",782086447,195,propaganda,-8.0
"Even in the tragic affair of McCarrick, Pope Francis’s behavior was no different.
",782086447,196,non-propaganda,-3.0
"He knew from at least June 23, 2013 that McCarrick was a serial predator.
",782086447,197,propaganda,0.0
"Although he knew that he was a corrupt man, he covered for him to the bitter end; indeed, he made McCarrick’s advice his own, which was certainly not inspired by sound intentions and for love of the Church.
",782086447,198,non-propaganda,0.0
"It was only when he was forced by the report of the abuse of a minor, again on the basis of media attention, that he took action [regarding McCarrick] to save his image in the media.
",782086447,199,non-propaganda,-2.0
"Now in the United States a chorus of voices is rising especially from the lay faithful, and has recently been joined by several bishops and priests, asking that all those who, by their silence, covered up McCarrick’s criminal behavior, or who used him to advance their career or promote their intentions, ambitions and power in the Church, should resign.
",782086447,200,non-propaganda,1.0
"But this will not be enough to heal the situation of extremely grave immoral behavior by the clergy: bishops and priests.
",782086447,201,propaganda,-2.0
"A time of conversion and penance must be proclaimed.
",782086447,202,non-propaganda,0.0
"The virtue of chastity must be recovered in the clergy and in seminaries.
",782086447,203,non-propaganda,0.0
"Corruption in the misuse of the Church’s resources and of the offerings of the faithful must be fought against.
",782086447,204,non-propaganda,-2.0
"The seriousness of homosexual behavior must be denounced.
",782086447,205,non-propaganda,0.0
"The homosexual networks present in the Church must be eradicated, as Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote.
",782086447,206,non-propaganda,0.0
"“The problem of clergy abuse,” she wrote, “cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.
",782086447,207,non-propaganda,-3.0
"The deeper problem lies in homosexual networks within the clergy which must be eradicated.” These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the power of octopus tentacles, and strangle innocent victims and priestly vocations, and are strangling the entire Church.
",782086447,208,non-propaganda,-5.0
"I implore everyone, especially Bishops, to speak up in order to defeat this conspiracy of silence that is so widespread, and to report the cases of abuse they know about to the media and civil authorities.
",782086447,209,non-propaganda,-8.0
"Let us heed the most powerful message that St. John Paul II left us as an inheritance:Do not be afraid!
",782086447,210,propaganda,0.0
"Do not be afraid!
",782086447,211,propaganda,-2.0
"In his 2008 homily on the Feast of the Epiphany, Pope Benedict reminded us that the Father’s plan of salvation had been fully revealed and realized in the mystery of Christ’s death and resurrection, but it needs to be welcomed in human history, which is always a history of fidelity on God’s part and unfortunately also of infidelity on the part of us men.
",782086447,212,non-propaganda,3.0
"The Church, the depositary of the blessing of the New Covenant, signed in the blood of the Lamb, is holy but made up of sinners, as Saint Ambrose wrote: the Church is “immaculata ex maculatis,” she is holy and spotless even though, in her earthly journey, she is made up of men stained with sin.
",782086447,213,propaganda,3.0
"I want to recall this indefectible truth of the Church’s holiness to the many people who have been so deeply scandalized by the abominable and sacrilegious behavior of the former Archbishop of Washington, Theodore McCarrick; by the grave, disconcerting and sinful conduct of Pope Francis and by the conspiracy of silence of so many pastors, and who are tempted to abandon the Church, disfigured by so many ignominies.
",782086447,214,propaganda,-9.0
"At the Angelus on Sunday, August 12, 2018 Pope Francis said these words: “Everyone is guilty for the good he could have done and did not do ...
",782086447,215,non-propaganda,0.0
"If we do not oppose evil, we tacitly feed it.
",782086447,216,non-propaganda,-3.0
"We need to intervene where evil is spreading; for evil spreads where daring Christians who oppose evil with good are lacking.” If this is rightly to be considered a serious moral responsibility for every believer, how much graver is it for the Church’s supreme pastor, who in the case of McCarrick not only did not oppose evil but associated himself in doing evil with someone he knew to be deeply corrupt.
",782086447,217,non-propaganda,-8.0
"He followed the advice of someone he knew well to be a pervert, thus multiplying exponentially with his supreme authority the evil done by McCarrick.
",782086447,218,propaganda,-1.0
"And how many other evil pastors is Francis still continuing to prop up in their active destruction of the Church!
",782086447,219,non-propaganda,-5.0
"Francis is abdicating the mandate which Christ gave to Peter to confirm the brethren.
",782086447,220,non-propaganda,0.0
"Indeed, by his action he has divided them, led them into error, and encouraged the wolves to continue to tear apart the sheep of Christ’s flock.
",782086447,221,non-propaganda,0.0
"In this extremely dramatic moment for the universal Church, he must acknowledge his mistakes and, in keeping with the proclaimed principle of zero tolerance, Pope Francis must be the first to set a good example for cardinals and bishops who covered up McCarrick’s abuses and resign along with all of them.
",782086447,222,non-propaganda,-1.0
"Even in dismay and sadness over the enormity of what is happening, let us not lose hope!
",782086447,223,non-propaganda,2.0
"We well know that the great majority of our pastors live their priestly vocation with fidelity and dedication.
",782086447,224,non-propaganda,5.0
"It is in moments of great trial that the Lord’s grace is revealed in abundance and makes His limitless mercy available to all; but it is granted only to those who are truly repentant and sincerely propose to amend their lives.
",782086447,225,non-propaganda,9.0
"This is a favorable time for the Church to confess her sins, to convert, and to do penance.
",782086447,226,non-propaganda,0.0
"Let us all pray for the Church and for the Pope, let us remember how many times he has asked us to pray for him!
",782086447,227,non-propaganda,2.0
"Let us all renew faith in the Church our Mother: “I believe in one, holy, catholic and apostolic Church!”
",782086447,228,non-propaganda,1.0
"Christ will never abandon His Church!
",782086447,229,non-propaganda,-2.0
"He generated her in His Blood and continually revives her with His Spirit!
",782086447,230,non-propaganda,3.0
"Mary, Mother of the Church, pray for us!
",782086447,231,propaganda,1.0
"Mary, Virgin and Queen, Mother of the King of glory, pray for us!
",782086447,232,propaganda,3.0
"Rome, August 22, 2018
",782086447,233,non-propaganda,0.0
"Queenship of the Blessed Virgin Mary
",782086447,234,non-propaganda,0.0
"Official translation by Diane Montagna.
",782086447,235,non-propaganda,0.0
"Muslim Leader Calls for Conquest of “America, Britain, Russia, France, and Italy”
",782149225,1,non-propaganda,0.0
"Recently a Muslim spokesman in Tunisia named Said Khecharem, who is affiliated with the international pro-Sharia, pro-caliphate organization Hizb ut-Tahrir, declared (to delighted screams of “Allahu akbar” from his audience), that the “establishment of an Islamic state…requires the conquest of America, Britain, Russia, France, and Italy – Rome and other infidel lands will be conquered, Allah willing.”
",782149225,3,propaganda,1.0
"According to the Middle East Media Research Institute (MEMRI), Khecharem also said: “After the laws of Allah were abandoned, and the heretic regimes were imposed on the Muslims, the most important thing to do is to restore the rule of the Muslims, through the Quran and the Sunna, in order to renew Islamic life and to deliver the Islamic message to the world.
",782149225,4,propaganda,0.0
"My brothers, the implication of this today should be the establishment of an Islamic state over all the lands of the Muslims.”
",782149225,5,propaganda,0.0
"﻿
",782149225,6,non-propaganda,0.0
"take our poll - story continues below
",782149225,7,non-propaganda,0.0
"Will Brett Kavanaugh be confirmed to the Supreme Court?
",782149225,8,non-propaganda,4.0
"Will Brett Kavanaugh be confirmed to the Supreme Court?
",782149225,9,non-propaganda,4.0
"Will Brett Kavanaugh be confirmed to the Supreme Court?
",782149225,10,non-propaganda,4.0
"* Yes, he will be confirmed.
",782149225,11,non-propaganda,1.0
"No, he will not be confirmed.
",782149225,12,non-propaganda,-1.0
"Email *
",782149225,13,non-propaganda,0.0
"Email This field is for validation purposes and should be left unchanged.
",782149225,14,non-propaganda,0.0
"Completing this poll grants you access to Freedom Outpost updates free of charge.
",782149225,15,non-propaganda,4.0
"You may opt out at anytime.
",782149225,16,non-propaganda,0.0
"You also agree to this site's Privacy Policy and Terms of Use.
",782149225,17,non-propaganda,1.0
"And no call to restore the caliphate would be complete without a swipe at the Jews, whom the Qur’an designates (5:82) the worst enemies of the Muslims.
",782149225,18,propaganda,-5.0
"Khecharem predicted that “this will happen, of course, after the elimination of the filthy Jewish entity, and after liberation of the lands under direct colonization, like Kashmir and others.”
",782149225,19,propaganda,0.0
"If Said Khecharem were a non-Muslim saying that Muslims needed to destroy “the filthy Jewish entity” and conquer America, Britain, Russia, France, and Italy, he would be accused of “Islamophobia” and “bigotry.” But no one will take any particular notice of this.
",782149225,20,non-propaganda,-8.0
"They should, however.
",782149225,21,non-propaganda,0.0
"Khecharem is not some deluded fanatic raving on a Tunisian street corner.
",782149225,22,non-propaganda,0.0
"He was speaking at Hizb ut-Tahrir’s International Caliphate Conference; although Hizb ut-Tahrir is banned in many countries, it still has an international presence, and recently held a conference in Chicago.
",782149225,23,non-propaganda,-2.0
"Nor is the desire to establish a global caliphate limited to Hizb ut-Tahrir alone.
",782149225,24,non-propaganda,-2.0
"The word khalifa means “successor”; the caliph in Sunni Islamic theology is the successor of Muhammad as the military, political, and spiritual leader of the Muslims.
",782149225,25,non-propaganda,0.0
"As I show in my book The History of Jihad From Muhammad to ISIS , the great caliphates of history, from the immediate post-Muhammad period of the “Rightly Guided Caliphs” to the Umayyads, Abbasids, and Ottomans, as well as other Islamic states, all waged relentless jihad warfare against non-Muslims, subjugating them under the rule of Islamic law and denying them basic rights.
",782149225,26,non-propaganda,-2.0
"These weren’t the actions of a “tiny minority of extremists,” abhorred by the vast majority of peaceful Muslims for “hijacking” their religion.
",782149225,27,propaganda,-3.0
"This was, for fourteen centuries, mainstream, normative Islam, carried forth by the primary authorities in the Islamic world at the time.
",782149225,28,non-propaganda,0.0
"The History of Jihad shows from the accounts of eyewitnesses and contemporary chroniclers through the ages that in every age and in every place where there were Muslims, some of them believed that they had a responsibility given to them by Allah to wage war against and subjugate unbelievers under the rule of Islamic law.
",782149225,29,non-propaganda,-1.0
"And so it is today: Said Khecharem has enunciated that responsibility more clearly and directly than most Muslim spokesmen do these days, but he is by no means the only one who believes that it exists.
",782149225,30,non-propaganda,1.0
"What is noteworthy also about The History of Jihad is something that it does not contain.
",782149225,31,non-propaganda,0.0
"As the jihadis move against non-Muslim states without any letup, pause, period of coexistence, period of tolerance, reformation, or reconsideration, there never appears any force of Muslims to oppose them.
",782149225,32,non-propaganda,2.0
"While it is undoubtedly true that not all Muslims in any given age have ever waged jihad, there has never been in Islamic history an Islamic entity or organization that was opposed to waging jihad and dedicated to stopping those who were waging it.
",782149225,33,non-propaganda,3.0
"So it is today.
",782149225,34,non-propaganda,0.0
"Islamic groups in the West issue pro-forma condemnations after every jihad terror attack, but are doing little or nothing to try to prevent the next one.
",782149225,35,non-propaganda,-5.0
"There is still no mosque or Islamic school in the United States that teaches young Muslims why they should reject the understanding of Islam taught by al-Qaeda, ISIS, and other jihad terror groups.
",782149225,36,propaganda,-4.0
"Meanwhile, Said Khecharem and other Islamic spokesmen openly call for Muslims to engage in jihad conquest.
",782149225,37,non-propaganda,1.0
"Western authorities should be pondering his words, and their implications, very carefully.
",782149225,38,non-propaganda,2.0
"Instead, if they have taken any notice of him at all, which is unlikely, they have dismissed him as an “extremist.”
",782149225,39,propaganda,-5.0
"They have yet to come to grips with the fact that “extremism” is and always has been so distressingly widespread in Muslim communities.
",782149225,40,propaganda,0.0
"But they will.
",782149225,41,propaganda,0.0
"Article posted with permission from Robert Spencer
",782149225,42,non-propaganda,0.0
"Archbishop Viganò Speaks, the Neo-Catholics Panic
",783702663,1,propaganda,-3.0
